project_id,project_name,sector,ministry,state,district,implementing_agency,sanctioned_cost,revised_cost,actual_expenditure,sanctioned_duration,actual_duration,start_date,expected_end_date,revised_end_date,physical_progress,financial_progress,contractor_name,revision_count,funding_source,land_acquisition_status,environment_clearance,forest_clearance,utility_shifting_status,tender_type,no_of_extensions,last_inspection_date,inspection_score,disputes_count,cost_overrun_flag,time_overrun_flag,cost_overrun_pct,time_overrun_pct,risk_score,risk_category
PROJ-618883,Construction of Four Lane Highway form Ghazipur- Ballia-UP/Bihar State Border Greenfield section of NH-31 Package I [from Hridaipur km 0.000 to Shahapur km 42.500] on EPC Mode in the state of Uttar Pradesh.,Roads & Highways,Ministry of Road Transport & Highways,Uttar Pradesh,Lucknow,NHAI,1706.0,1579.59,1447.58,33,47,2022-10-07,2025-07-02,2026-08-31,100.0,84.85,PNC Infratech Ltd,3,Central,Not Started,Obtained,Pending,Complete,Single,4,2026-03-20,7.0,1,0,1,0.0,42.42,36.0,Medium
PROJ-618884,Construction of Four Lane Highway from Ghazipur- Ballia-UP/Bihar State Border Greenfield section of NH-31 Package II [from Shahapur km 42.500 to Pindari km 78.150] on EPC Mode in the state of Uttar Pradesh.,Roads & Highways,Ministry of Road Transport & Highways,Uttar Pradesh,Lucknow,NHAI,1494.0,1311.44,775.96,36,47,2022-10-14,2025-10-26,2026-08-30,98.0,51.94,Megha Engineering (MEIL),3,State,Partial,Pending,Obtained,Not Started,Open,3,2026-07-17,7.1,1,0,1,0.0,30.56,28.6,Low
PROJ-619154,Construction of Four Lane Highway from Ghazipur- Ballia-UP/Bihar State Border Greenfield section of NH-31 Package III [from Pindari km 78.150 to Rawalganj Bypass Km 117.120] on EPC Mode in the state of Uttar Pradesh.,Roads & Highways,Ministry of Road Transport & Highways,Uttar Pradesh,Lucknow,NHAI,1494.0,1493.59,1044.81,35,49,2022-10-05,2025-08-28,2026-10-31,86.0,69.93,Megha Engineering (MEIL),4,PPP,Complete,Pending,Not Required,Complete,Single,2,2026-06-01,5.0,3,0,1,0.0,40.0,32.4,Low
PROJ-618885,Construction of Four Lane Highway from Ghazipur- Ballia-UP/Bihar State Border Greenfield section of NH-31 Package IV [from Buxur Spur of length km 17.270 on EPC Mode in the state of Uttar Pradesh.,Roads & Highways,Ministry of Road Transport & Highways,Uttar Pradesh,Lucknow,NHAI,618.0,549.02,286.1,32,50,2022-10-12,2025-06-14,2026-11-30,91.0,46.29,Shapoorji Pallonji Co,4,PPP,Complete,Pending,Pending,Complete,Open,4,2026-03-15,5.5,1,0,1,0.0,56.25,41.8,Medium
PROJ-618164,Construction of four lane highway with paved shoulder from Km.74.700 to Km.112.950 of NH-731A i/c Yamuna Bridge on HAM in the state of Uttar Pradesh.,Roads & Highways,Ministry of Road Transport & Highways,Uttar Pradesh,Lucknow,MoRTH,1142.0,1157.31,0.0,51,53,2022-03-30,2026-06-23,2026-08-31,100.0,0.0,KNR Constructions Ltd,1,State,Complete,Obtained,Obtained,Complete,Limited,0,2026-04-16,8.5,0,0,0,1.34,3.92,8.0,Low
PROJ-619300,Construction of Four Lane Nagpur-Katol section of NH-353J including Mitigation Structures from Design Ch. 37000 to Ch. 45990 Tiger Corridor-I Mitigation Structures from Design Ch. 37000 to Ch. 45990 Tiger Corridor-I in the State of Maharashtra on EPC Mode,Roads & Highways,Ministry of Road Transport & Highways,Maharashtra,Nagpur,NHAI,301.0,301.0,0.0,23,23,2026-01-13,2027-12-17,2027-12-17,0.0,0.0,GMR Infrastructure,1,Central,Partial,Obtained,Obtained,Complete,Open,0,2026-08-15,8.1,0,0,0,0.0,0.0,8.0,Low
PROJ-618003,Construction of four lane ROB and its approaches in lieu of existing Level Crossing No. RV-71 at km 435 on NH-217 New NH-353 at Khariar including land acquisition under NHO in Annual Plan 2021-22 for the state of Odisha for F.Y. 2021-22 to F.Y 2033-34,Roads & Highways,Ministry of Road Transport & Highways,Odisha,Bhubaneswar,MoRTH,154.0,154.0,25.17,37,58,2021-11-15,2024-12-26,2026-09-30,90.0,16.34,Patel Engineering,1,Central,Not Started,Pending,Obtained,Partial,Open,3,2026-01-07,5.6,3,0,1,0.0,56.76,41.9,Medium
PROJ-618790,Construction of four laning of Bakarpur- Manikpur road section starting from village Chitarsenpur km 0000 and terminating at SH-74 near Manikpur 38814 at NH-139W under Bharatmalapariyona,Roads & Highways,Ministry of Road Transport & Highways,West Bengal,Kolkata,NHAI,1422.0,1537.99,635.91,48,54,2023-03-27,2027-04-05,2027-09-30,49.0,41.35,IRCON International,1,State,Complete,Obtained,Obtained,Complete,Limited,1,2026-05-09,9.5,0,0,0,8.16,12.5,12.7,Low
PROJ-618059,Construction of four-lane Concrete Road from Police Headquarter Gondia City to Rawanwadi Village Birsi Airport Junction from design km 0.000 to km 15.781 existing km 39/720 of NH-753 to existing Km 8/400 of NH 543 on sections from Kohmara- Goregaon- Police HeadquarterKaranja - Collector Office Square - Balaghat T Point- Rawanwadi- Rajegaon of NH-753 and NH-543 in Gondia District in the state of Maharashtra. Total Length of the project 15.781 Km.,Roads & Highways,Ministry of Road Transport & Highways,Maharashtra,Mumbai,MoRTH,328.0,328.0,111.48,30,44,2023-02-14,2025-08-14,2026-10-30,34.0,33.99,Hindustan Construction Company (HCC),1,Central,Not Started,Obtained,Pending,Partial,Open,5,2026-08-10,5.9,1,0,1,0.0,46.67,36.3,Medium
PROJ-618120,construction of Four-Lane of chausa-Buxar Bypass from Km 45.000 to Km 65.915 Package - 2 in the State of Bihar on EPC Mode.,Roads & Highways,Ministry of Road Transport & Highways,Bihar,Patna,MoRTH,1060.0,1060.0,0.22,64,64,2022-09-22,2028-01-13,2028-01-13,4.0,0.02,IRB Infrastructure Developers,0,PPP,Partial,Obtained,Obtained,Complete,Open,0,2026-05-05,9.2,0,0,0,0.0,0.0,8.0,Low
PROJ-619068,Construction of Greenfield Connectivity to Jewar International Airport from DND-Faridabad-Ballabhgarh Bypass KMP Link - Spur to Delhi Mumbai Expressway,Roads & Highways,Ministry of Road Transport & Highways,Maharashtra,Mumbai,NHAI,2921.0,3485.77,1772.67,35,57,2022-07-07,2025-06-21,2027-04-16,76.0,50.85,Adani Infra Ltd,3,PPP,Partial,Pending,Obtained,Not Started,Open,2,2026-04-20,3.5,1,1,1,19.33,62.86,53.7,Medium
PROJ-618412,Construction of i Connecting Road from Z-Morh Tunnel to Zojila Tunnel Road Length 18.475km and ii 14.150 Km long 2-L Bi-directional single tube Zoji-la Tunnel across Zojila Pass on Sonamarg - Kargil section from Km 82 to Km 118 of NH-01 under PMDP,Roads & Highways,Ministry of Road Transport & Highways,Ladakh,Kargil,NHIDCL,6809.0,6809.0,3574.5,104,121,2018-01-18,2026-09-30,2028-02-28,69.0,52.5,NCC Limited,2,Central,Complete,Obtained,Pending,Complete,Open,1,2026-07-17,5.6,2,0,1,0.0,16.35,15.7,Low
PROJ-618405,"Construction of Intermediate Lane of Pango to Jorging Road from 0000 to Design Km Design Km 40000 Design Length 40.00 Km, Pkg-l, Greenfield Alignment in the State of Arunachal Pradesh on EPC mode Pkg-1",Roads & Highways,Ministry of Road Transport & Highways,Arunachal Pradesh,Itanagar,NHIDCL,898.0,898.0,255.52,42,42,2024-01-15,2027-07-16,2027-07-16,40.0,28.45,Larsen & Toubro Ltd,0,Externally Aided,Complete,Obtained,Obtained,Partial,Limited,1,2026-02-19,7.1,1,0,0,0.0,0.0,8.0,Low
PROJ-618403,Construction of Intermediate Lane Road with hard shoulder from design Km 0.000 to Km 17.387 Total length 17.387 km of Hunli to Ithun Bridge section on NH-913 Frontier Highway in State of Arunachal Pradesh on EPC mode under NHO-NE,Roads & Highways,Ministry of Road Transport & Highways,Arunachal Pradesh,Itanagar,NHIDCL,276.0,276.0,163.15,35,35,2024-02-27,2027-01-30,2027-01-30,56.0,59.11,NCC Limited,1,Central,Complete,Obtained,Obtained,Partial,Open,1,2026-04-15,7.2,0,0,0,0.0,0.0,8.0,Low
PROJ-618402,"Construction of Intermediate Lane with Hard Shoulder of Hunli to Hayuliang from Design Km 0.000 to Km 53.000 Design Length 53.000 km, Greenfield Section of Frontier Highway NH-913 in the State of Arunachal Pradesh on EPC Mode Package-I",Roads & Highways,Ministry of Road Transport & Highways,Arunachal Pradesh,Itanagar,NHIDCL,1262.0,1262.0,255.45,48,48,2024-02-27,2028-02-29,2028-03-01,19.0,20.24,Hindustan Construction Company (HCC),0,State,Complete,Obtained,Obtained,Complete,Single,1,2026-01-31,8.3,0,0,0,0.0,0.0,8.0,Low
PROJ-618401,"Construction of Intermediate Lane with Hard Shoulder of Hunli to Hayuliang Package-III from design Km 60.000 to Km 121.500 Design Length 61.500 km, Greenfield Section of Frontier Highway NH-913 in the State of Arunachal Pradesh on EPC Mode Pkg-3",Roads & Highways,Ministry of Road Transport & Highways,Arunachal Pradesh,Itanagar,NHIDCL,1419.0,1419.0,93.19,53,53,2024-02-27,2028-07-17,2028-07-17,2.0,6.57,Tata Projects Ltd,1,Externally Aided,Complete,Obtained,Not Required,Complete,Single,1,2026-02-18,9.7,1,0,0,0.0,0.0,8.0,Low
PROJ-617922,Construction of Jharsuguda Bypass including Land acqusition on NH-49 from km 258.636 to km 283.300 design chainage 258.636 to km 289.876 under NHO in Annual Plan 2022-23 for the state of Odisha Job No.NH-49-OD-2022-23-655,Roads & Highways,Ministry of Road Transport & Highways,Odisha,Bhubaneswar,MoRTH,587.0,587.0,52.58,69,69,2021-09-26,2027-07-07,2027-07-07,25.0,8.96,Afcons Infrastructure,0,Central,Partial,Obtained,Obtained,Complete,Open,0,2026-01-31,7.8,0,0,0,0.0,0.0,8.0,Low
PROJ-618068,"Construction of Kaithi-Padaria Kala bypass, Patna-Tamoli bypass, Jaso bypass and Nagod bypass total length 15.44 Km to 2-lane with paved shoulders flexible pavement on NH-943 in the State of Madhya Pradesh on EPC Mode.",Roads & Highways,Ministry of Road Transport & Highways,Bihar,Patna,MoRTH,158.0,158.0,36.36,43,58,2022-03-04,2025-10-06,2026-12-31,63.0,23.01,IRB Infrastructure Developers,1,PPP,Partial,Pending,Pending,Partial,Single,4,2026-02-08,3.9,3,0,1,0.0,34.88,31.2,Low
PROJ-618129,"Construction of Kasrawad bypass, Selani bypass, Khargone bypass & Bistan bypass Total length. 31.950 km Section of NH-347 C to Two lane with paved shoulder configuration in the State of Madhya Pradesh on EPC mode.",Roads & Highways,Ministry of Road Transport & Highways,Madhya Pradesh,Bhopal,MoRTH,468.0,468.0,167.65,45,45,2023-03-24,2026-12-31,2026-12-31,99.0,35.82,NCC Limited,0,Central,Complete,Obtained,Obtained,Partial,Limited,0,2026-03-08,7.3,0,0,0,0.0,0.0,8.0,Low
PROJ-618399,Construction of Kishtwar bypass with 2 lane with paved shoulder from Design Km. 80.675 Dulhasti to km 95.550 Bandarkoot of 14.88 km & a link road to Kishtwar town from 0000 to 1.871 of length1.871 Km on Khellani - Kishtwar - Chattroo section in UT of Jammu and Kashmir on EPC Mode Pkg-4,Roads & Highways,Ministry of Road Transport & Highways,Jammu and Kashmir,Jammu,NHIDCL,860.0,860.0,363.03,29,75,2021-03-30,2023-08-23,2027-06-30,51.0,42.21,PNC Infratech Ltd,2,Central,Partial,Obtained,Pending,Partial,Open,3,2026-07-26,3.6,0,0,1,0.0,158.62,42.7,Medium
PROJ-618554,Construction of left out portion of Agra Inner Ring Road connecting village Deori to NH-44 village Bad from Km. 0.000 to Km. 7.772,Roads & Highways,Ministry of Road Transport & Highways,Uttar Pradesh,Agra,NHAI,879.0,787.58,629.11,26,50,2022-07-15,2024-09-19,2026-08-31,94.0,71.57,KNR Constructions Ltd,1,Central,Not Started,Pending,Pending,Partial,Open,4,2026-06-23,6.9,2,0,1,0.0,92.31,48.3,Medium
PROJ-618404,Construction of lntermediate Lane Road with hard shoulder from design chainage Km 0.000 to Km 53.040 Existing Length68.500 Km & Total Design length 53.04 km of Tato to Monigong section of NH-913 Frontier Highway on Nafra Bomdila to Vijaynagar along China border in state of Arunachal pradesh on EPC mode,Roads & Highways,Ministry of Road Transport & Highways,Arunachal Pradesh,Itanagar,NHIDCL,626.0,626.0,269.64,47,47,2023-12-07,2027-11-14,2027-11-14,23.0,43.07,Afcons Infrastructure,1,PPP,Complete,Obtained,Obtained,Complete,Open,0,2026-02-18,7.9,0,0,0,0.0,0.0,8.1,Low
PROJ-617989,Construction of Major Bridge at Km.180.865 across river Krishna on NH 167 Hagari Jadcherla section,Roads & Highways,Ministry of Road Transport & Highways,Tamil Nadu,Madurai,MoRTH,157.0,187.61,103.33,32,98,2019-03-06,2021-11-06,2027-04-30,69.0,55.08,Tata Projects Ltd,3,PPP,Not Started,Obtained,Not Required,Not Started,Single,5,2026-07-17,6.7,0,1,1,19.5,206.25,57.8,Medium
PROJ-618956,Construction of Major Bridge over Baghmati and Lakhandei River along with Approaches from Design km.16.500 to km.21.500,Roads & Highways,Ministry of Road Transport & Highways,Maharashtra,Aurangabad,NHAI,499.0,380.3,57.23,38,49,2024-02-14,2027-04-30,2028-03-16,27.0,11.47,GMR Infrastructure,4,State,Not Started,Pending,Not Required,Partial,Open,3,2026-05-28,5.0,1,0,1,0.0,28.95,29.7,Low
PROJ-617895,Construction of Mangaldoi Bypass NH-15 starting at Ch 26400 and terminating at Ch 41505 under Rangia NH Division L 15.105 Km in the State of Assam. Job No. 15/AS/2021-22/234,Roads & Highways,Ministry of Road Transport & Highways,Assam,Guwahati,MoRTH,535.0,535.0,209.27,37,56,2022-03-30,2025-04-28,2026-12-09,76.0,39.12,IRB Infrastructure Developers,3,Central,Complete,Pending,Pending,Complete,Limited,4,2026-03-25,3.7,1,0,1,0.0,51.35,38.0,Medium
PROJ-618081,Construction of Mariahu Bypass with four lane paved shoulder configuration Km. 53.540 to Km.59.200 of NH-135A on EPC mode in the state of Uttar Pradesh,Roads & Highways,Ministry of Road Transport & Highways,Uttar Pradesh,Lucknow,MoRTH,438.0,362.39,81.45,36,46,2023-03-01,2026-02-28,2026-12-31,55.0,18.6,Patel Engineering,4,Externally Aided,Complete,Pending,Not Required,Partial,Single,3,2026-08-03,5.8,2,0,1,0.0,27.78,26.0,Low
PROJ-618253,Construction of missing link from Birhu to Lathiani from Km 35/550 Design chainage Km 0.000 to Km 42/800 Design Chainage Km 8.153on NH-503A including Lathiani Bridge on back water of Govindsagar and its approaches in Himachal Pradesh.,Roads & Highways,Ministry of Road Transport & Highways,Himachal Pradesh,Shimla,MoRTH,871.0,896.86,0.0,69,69,2023-06-23,2029-03-29,2029-03-29,0.0,0.0,Patel Engineering,0,PPP,Complete,Obtained,Obtained,Complete,Open,0,2026-08-04,7.4,0,0,0,2.97,0.0,8.0,Low
PROJ-618156,"Construction of Morena bypass, Ambah bypass & Porsa bypass Totat length 27.16 km Section of NH-552 Ext. to TWo lane with paved shoulder configuration in the state of Madhya Pradesh on EPC mode",Roads & Highways,Ministry of Road Transport & Highways,Madhya Pradesh,Bhopal,MoRTH,493.0,493.0,0.0,44,44,2023-02-08,2026-10-02,2026-10-02,74.0,0.0,Patel Engineering,1,Central,Complete,Obtained,Obtained,Complete,Single,0,2026-07-20,8.5,0,0,0,0.0,0.0,8.0,Low
PROJ-618159,"Construction of new 2 Lane with paved shoulders of NH Standards from km 0.080 to km 11.690 L11.610 km in Majuli and from km 19.715 to km 27.484 L 7.769 km in Jorhat on the newly declared NH 715K and construction of 1.10 km flyover on NH-715 with its approaches and service roads L1.10 km, Total Length 20.479 km in the State of Assam Job No. 715K/AS/2023-24/256",Roads & Highways,Ministry of Road Transport & Highways,Assam,Jorhat,MoRTH,382.0,382.0,28.96,37,37,2024-02-23,2027-03-28,2027-03-28,7.0,7.58,Afcons Infrastructure,0,PPP,Complete,Obtained,Obtained,Complete,Open,0,2026-04-06,9.8,0,0,0,0.0,0.0,8.0,Low
PROJ-618286,Construction of New 2-Lane Bridge with its approaches from km 0000 to Km 4385 across River Brahmaputra on NH-17 at Jogighopa in Assam on EPC mode,Roads & Highways,Ministry of Road Transport & Highways,Assam,Guwahati,NHIDCL,747.0,747.0,435.79,38,63,2021-09-09,2024-11-10,2026-12-18,81.0,58.34,PNC Infratech Ltd,4,Central,Complete,Obtained,Pending,Not Started,Open,3,2026-01-15,5.4,3,0,1,0.0,65.79,47.7,Medium
PROJ-617926,Construction of new 4 lane major bridge with approaches on Sabarmati River near Dharoi at Km. 82/00 to 86/00 Design length 3.300 km on NH-58 in the State of Gujarat on Hybrid Annuity Mode HAM,Roads & Highways,Ministry of Road Transport & Highways,Gujarat,Ahmedabad,MoRTH,398.0,398.0,0.0,41,41,2024-03-15,2027-08-19,2027-08-19,53.0,0.0,PNC Infratech Ltd,0,Central,Complete,Obtained,Obtained,Complete,Limited,0,2026-06-10,7.6,0,0,0,0.0,0.0,8.0,Low
PROJ-618246,Construction of New 4-Lane Bridge Parallel to existing Vikramashila Setufrom km 8920 to Km 13375including approach road 35m Naugachhia side &53 m Bhagalpur sideacross River Ganga on newly declared NH-131B at Bhagalpur in the State of Bihar,Roads & Highways,Ministry of Road Transport & Highways,Bihar,Bhagalpur,MoRTH,1110.0,1110.0,522.58,82,104,2020-07-17,2027-05-08,2029-03-31,53.0,47.08,Hindustan Construction Company (HCC),1,Externally Aided,Complete,Obtained,Not Required,Not Started,Single,3,2026-04-01,6.3,3,0,1,0.0,26.83,22.6,Low
PROJ-618801,Construction of New Double Tier 4-lane Elevated Corridor from Chennai Port to Maduravoyal in Chennai District from Km -0342 to Km 20223 Package 1 from Km -0342 to Km 4604,Roads & Highways,Ministry of Road Transport & Highways,Tamil Nadu,Chennai,NHAI,1389.0,1388.59,275.2,38,73,2023-03-15,2026-05-20,2029-03-31,23.0,19.81,Megha Engineering (MEIL),3,PPP,Complete,Pending,Pending,Not Started,Single,1,2026-02-17,5.1,2,0,1,0.0,92.11,45.8,Medium
PROJ-618800,Construction of New Double Tier 4L Elevated Corridor from Chennai Port to Maduravoyal in Chennai District from km -0.342 to Km 20.593 and Package II from Km 4.604 to Km 9.700,Roads & Highways,Ministry of Road Transport & Highways,Tamil Nadu,Chennai,NHAI,1617.0,1616.97,250.4,38,73,2023-03-15,2026-05-20,2029-03-31,18.0,15.49,Patel Engineering,1,Externally Aided,Not Started,Obtained,Obtained,Not Started,Open,3,2026-02-05,6.3,2,0,1,0.0,92.11,45.8,Medium
PROJ-619139,Construction of New Double Tier 4L Elevated Corridor from Chennai Port to Maduravoyal in Chennai District from km -0.342 to Km 20.593 and Package III from Km 9.700 to Km 14.185,Roads & Highways,Ministry of Road Transport & Highways,Tamil Nadu,Chennai,NHAI,1299.0,1299.36,193.34,38,73,2023-03-15,2026-05-20,2029-03-31,17.0,14.88,Tata Projects Ltd,4,Central,Partial,Pending,Obtained,Complete,Single,5,2026-04-12,4.3,2,0,1,0.03,92.11,48.5,Medium
PROJ-619045,Construction of New Double Tier 4L Elevated Corridor from Chennai Port to Maduravoyal in Chennai District from km -0.342 to Km 20.593 and Package IV from Km 14.185 to Km 20.593,Roads & Highways,Ministry of Road Transport & Highways,Tamil Nadu,Chennai,NHAI,1205.0,1210.21,88.16,38,73,2023-03-15,2026-05-20,2029-03-31,9.0,7.28,Adani Infra Ltd,4,Externally Aided,Complete,Pending,Not Required,Partial,Open,4,2026-03-11,6.3,1,0,1,0.43,92.11,45.6,Medium
PROJ-617932,Construction of New Four Lane Bypass to Parbhani City Parwa to Asola Km 463/265 to Km 481/180 Design Ch. 19220 to Ch. 34434 Length-15.214 Km section of NH-61 on EPC mode in the State of Maharashtra.,Roads & Highways,Ministry of Road Transport & Highways,Maharashtra,Mumbai,MoRTH,497.0,497.0,210.17,31,55,2022-03-29,2024-10-15,2026-10-30,70.0,42.29,Shapoorji Pallonji Co,2,State,Not Started,Obtained,Obtained,Complete,Open,5,2026-07-23,5.1,0,0,1,0.0,77.42,45.0,Medium
PROJ-617960,Construction of new road at the missing link portion of NH-81 along approved alignment between Harishchandrapur and Eastern approach of Kalindri Bridge from Km 46.550 to Km 59.697 in the district of Malda. Job No-081-WB-2015-16/400,Roads & Highways,Ministry of Road Transport & Highways,Tamil Nadu,Tuticorin,MoRTH,271.0,291.2,216.61,27,123,2016-08-12,2018-11-01,2026-10-31,86.0,74.39,Megha Engineering (MEIL),4,Central,Partial,Obtained,Obtained,Partial,Open,1,2026-04-14,6.9,3,0,1,7.45,355.56,49.0,Medium
PROJ-618355,"Construction of of 2 -Lane with paved shoulders road from Tamenglong-Tousem-Lisang-Mahur Road NH-137 starting near Dialong Village from km 10.000 at Dialong to km 31.430 near Old Tamenglong , near Barak River on EPC Mode Package-2",Roads & Highways,Ministry of Road Transport & Highways,Assam,Dibrugarh,NHIDCL,484.0,484.0,375.87,20,56,2021-07-20,2023-03-16,2026-03-31,95.0,77.66,PNC Infratech Ltd,3,PPP,Not Started,Pending,Pending,Partial,Limited,4,2026-02-11,6.0,0,0,1,0.0,180.0,48.8,Medium
PROJ-618254,Construction of Paderu bypass Km 0000 to Km 13000 of 2- lane with paved shoulder on NH-516E,Roads & Highways,Ministry of Road Transport & Highways,Gujarat,Rajkot,MoRTH,244.0,244.0,21.96,39,45,2023-03-29,2026-07-08,2026-12-31,13.0,9.0,Hindustan Construction Company (HCC),1,Externally Aided,Partial,Pending,Not Required,Not Started,Single,5,2026-01-07,3.6,2,0,1,0.0,15.38,21.2,Low
PROJ-618055,Construction of Pratapgarh Bypass Extension connecting NH-31 to NH-330 on EPC mode in the State of Uttar Pradesh.,Roads & Highways,Ministry of Road Transport & Highways,Uttar Pradesh,Lucknow,MoRTH,225.0,225.0,66.96,33,48,2022-10-10,2025-06-30,2026-09-30,78.0,29.76,Shapoorji Pallonji Co,4,PPP,Complete,Pending,Pending,Complete,Open,1,2026-04-23,4.7,2,0,1,0.0,45.45,34.8,Low
PROJ-617897,Construction of proposed 4Lane Revelgunj bypass NH-19 in the State of Bihar on EPC mode connecting NH 19 to 85 origin,Roads & Highways,Ministry of Road Transport & Highways,Bihar,Patna,MoRTH,295.0,295.0,44.18,39,57,2022-03-31,2025-07-09,2026-12-31,89.0,14.98,IRCON International,3,Central,Not Started,Pending,Obtained,Not Started,Single,3,2026-03-18,4.3,0,0,1,0.0,46.15,37.5,Medium
PROJ-618244,Construction of Raebareli Ring Road Phase-2 with four Lane configuration for Raebareli City in the state of Uttar Pradesh on Hybrid Annuity Model HAM basis,Roads & Highways,Ministry of Road Transport & Highways,Uttar Pradesh,Lucknow,MoRTH,1274.0,1274.0,0.0,61,61,2022-03-31,2027-05-01,2027-05-01,55.0,0.0,Shapoorji Pallonji Co,0,Central,Complete,Obtained,Not Required,Partial,Open,1,2026-01-17,9.3,0,0,0,0.0,0.0,8.0,Low
PROJ-618204,Construction of realignment between Pandrass- Pashkyun Total length 27.10 km on road Zozila-Kargil -Leh NH-1 to 2 lane specifications i.e. Drass alignment 9.30 km Kharboo realignment 6.30 km & Kargil alignment 11.50 km under project Vijayak BRO in the UT of Ladakh on EPC Mode,Roads & Highways,Ministry of Road Transport & Highways,Ladakh,Leh,MoRTH,426.0,426.0,112.2,43,69,2021-11-09,2025-06-18,2027-07-31,55.0,26.34,IRB Infrastructure Developers,4,Central,Not Started,Pending,Not Required,Partial,Open,2,2026-03-23,6.8,1,0,1,0.0,60.47,44.6,Medium
PROJ-617909,Construction of Rewa Bypass to 4-lane with paved shoulder along with service road from Ratahara Chowk to Chorhata Chowk Road section of NH-30 from km 00.000 to 19.200 in the State of Madhya Pradesh on Hybrid Annuity Mode HAM.,Roads & Highways,Ministry of Road Transport & Highways,Madhya Pradesh,Rewa,MoRTH,648.0,648.0,0.0,35,35,2024-03-15,2027-02-26,2027-02-26,50.0,0.0,Adani Infra Ltd,0,PPP,Complete,Obtained,Obtained,Complete,Limited,0,2026-08-09,7.2,0,0,0,0.0,0.0,8.0,Low
PROJ-618540,Construction of Ring Road around Kanpur from Ch.23.325 to Ch.32.090 Chaudhariya to Transganga Package-IIA,Roads & Highways,Ministry of Road Transport & Highways,Uttar Pradesh,Kanpur,NHAI,1089.0,977.45,252.18,39,45,2024-08-02,2027-10-31,2028-04-29,50.0,23.16,Hindustan Construction Company (HCC),2,State,Not Started,Pending,Not Required,Complete,Open,2,2026-07-07,4.8,2,0,1,0.0,15.38,20.4,Low
PROJ-618538,Construction of Ring Road around kanpur from Ch.51.200 to Ch. 68.650 Badarka to Harbanch-Uchti Pkg-III,Roads & Highways,Ministry of Road Transport & Highways,Uttar Pradesh,Kanpur,NHAI,1793.0,1126.75,284.83,47,47,2023-09-06,2027-07-27,2027-07-27,35.0,15.89,IRB Infrastructure Developers,0,Externally Aided,Complete,Obtained,Obtained,Complete,Single,0,2026-06-24,7.1,0,0,0,0.0,0.0,8.0,Low
PROJ-618536,Construction of Ring Road around Kanpur from Ch.68.650 to Ch.93.209 Jarkala to Pakari Package-IV in State of Uttar Pradesh.,Roads & Highways,Ministry of Road Transport & Highways,Uttar Pradesh,Kanpur,NHAI,1604.0,1192.16,266.36,53,53,2023-02-10,2027-06-29,2027-06-29,39.0,16.61,Megha Engineering (MEIL),0,Externally Aided,Partial,Obtained,Obtained,Complete,Open,1,2026-04-07,8.1,0,0,0,0.0,0.0,8.0,Low
PROJ-618537,Construction of Ring Road around Kanpur from Km.000 to Km. 23.325 Chachendi Sachendi I to Maharajpur Package-I,Roads & Highways,Ministry of Road Transport & Highways,Uttar Pradesh,Kanpur,NHAI,1754.0,1311.7,479.56,41,50,2023-01-01,2026-06-06,2027-02-28,62.0,27.34,Adani Infra Ltd,3,PPP,Not Started,Pending,Pending,Not Started,Open,4,2026-03-24,4.4,0,0,1,0.0,21.95,27.9,Low
PROJ-618539,Construction of Ring Road Kanpur from Ch. 32.090 to Ch.51.200 Transganaga to Sathara Package-II B,Roads & Highways,Ministry of Road Transport & Highways,Uttar Pradesh,Kanpur,NHAI,1089.0,1106.92,54.19,38,38,2024-08-02,2027-09-21,2027-09-21,20.0,4.9,IRB Infrastructure Developers,1,Central,Complete,Obtained,Obtained,Partial,Open,0,2026-07-15,7.6,0,0,0,1.65,0.0,8.0,Low
PROJ-617931,Construction of ROB and its approaches in lieu of LC No. 10/B/T at Km 307.050 of NH-60.,Roads & Highways,Ministry of Road Transport & Highways,Ladakh,Kargil,MoRTH,156.0,138.57,20.6,113,140,2016-03-04,2025-08-06,2027-10-31,17.0,13.21,IRCON International,4,PPP,Not Started,Pending,Not Required,Not Started,Open,4,2026-07-24,6.3,1,0,1,0.0,23.89,29.7,Low
PROJ-617967,Construction of Rudraprayag tunnel of length 900.30 MTR including approaches and one major bridge on river Alaknanda connecting NH-107/old-109 to NH-07old-58 on EPC mode in the state of Uttarakhand.,Roads & Highways,Ministry of Road Transport & Highways,Uttarakhand,Dehradun,MoRTH,252.0,252.0,108.94,53,65,2021-02-16,2025-07-25,2026-07-31,99.0,43.23,GMR Infrastructure,1,Central,Not Started,Obtained,Obtained,Complete,Open,4,2026-04-12,5.8,0,0,1,0.0,22.64,20.5,Low
PROJ-618260,"Construction of Salempur bypass to 4LPS from km 64.000 of NH-727A Km 171.00 of Sonauli Balia Marg, old SH-01, near Mahadahan Chauraha to km 61.500 of NH-727B Km 178.500 of Sonauli Balia Marg, old SH-01, near near Ahirauli Village under Hybrid Annuity Mode HAM in the State of Uttar Pradesh",Roads & Highways,Ministry of Road Transport & Highways,Uttar Pradesh,Lucknow,MoRTH,1348.0,1348.0,0.0,67,68,2022-03-27,2027-11-10,2027-11-11,35.0,0.0,Afcons Infrastructure,0,Central,Complete,Obtained,Obtained,Complete,Open,0,2026-08-07,9.7,0,0,0,0.0,1.49,8.0,Low
